Source,Target,ID,Label,Interval,Weight,Type
273,1780,554,,,1,Directed
274,2838,555,,,1,Directed
275,2218,556,,,1,Directed
276,2357,557,,,1,Directed
276,1493,558,,,1,Directed
276,2217,559,,,1,Directed
276,458,560,,,1,Directed
276,2897,561,,,1,Directed
276,3244,562,,,1,Directed
276,1930,563,,,1,Directed
276,1780,564,,,1,Directed
277,2546,565,,,1,Directed
277,612,566,,,1,Directed
277,2247,567,,,1,Directed
277,1526,568,,,1,Directed
277,1409,569,,,1,Directed
278,3867,570,,,1,Directed
279,1263,571,,,1,Directed
280,2764,572,,,1,Directed
281,403,573,,,1,Directed
282,1241,574,,,1,Directed
283,3062,575,,,1,Directed
284,669,576,,,1,Directed
284,2871,577,,,1,Directed
284,1043,578,,,1,Directed
284,2334,579,,,1,Directed
284,3465,580,,,1,Directed
285,1795,581,,,1,Directed
286,3407,582,,,1,Directed
287,2186,583,,,1,Directed
288,1415,584,,,1,Directed
288,3681,585,,,1,Directed
288,3942,586,,,1,Directed
288,2034,587,,,1,Directed
288,2171,588,,,1,Directed
288,2469,589,,,1,Directed
288,1325,590,,,1,Directed
289,1507,591,,,1,Directed
289,1687,592,,,1,Directed
289,1479,593,,,1,Directed
289,3426,594,,,1,Directed
289,3401,595,,,1,Directed
289,3658,596,,,1,Directed
289,3157,597,,,1,Directed
289,2938,598,,,1,Directed
289,3092,599,,,1,Directed
291,1256,600,,,1,Directed
292,2789,601,,,1,Directed
293,607,602,,,1,Directed
294,2729,603,,,1,Directed
294,3092,604,,,1,Directed
294,491,605,,,1,Directed
295,1795,606,,,1,Directed
296,2822,607,,,1,Directed
297,2084,608,,,1,Directed
297,2978,609,,,1,Directed
298,1870,610,,,1,Directed
298,699,611,,,1,Directed
298,3248,612,,,1,Directed
299,3239,613,,,1,Directed
300,489,614,,,1,Directed
301,850,615,,,1,Directed
301,2050,616,,,1,Directed
301,3731,617,,,1,Directed
301,1550,618,,,1,Directed
301,2767,619,,,1,Directed
301,2323,620,,,1,Directed
301,1229,621,,,1,Directed
301,3115,622,,,1,Directed
301,1498,623,,,1,Directed
301,3026,624,,,1,Directed
301,691,625,,,1,Directed
301,443,626,,,1,Directed
301,1434,627,,,1,Directed
301,954,628,,,1,Directed
301,1382,629,,,1,Directed
301,2024,630,,,1,Directed
301,2342,631,,,1,Directed
301,2285,632,,,1,Directed
301,753,633,,,1,Directed
301,3609,634,,,1,Directed
301,942,635,,,1,Directed
301,2049,636,,,1,Directed
301,3822,637,,,1,Directed
301,3641,638,,,1,Directed
301,2993,639,,,1,Directed
301,2486,640,,,1,Directed
301,2904,641,,,1,Directed
301,1086,642,,,1,Directed
301,1795,643,,,1,Directed
301,3755,644,,,1,Directed
301,3062,645,,,1,Directed
301,1208,646,,,1,Directed
301,1816,647,,,1,Directed
301,928,648,,,1,Directed
301,644,649,,,1,Directed
301,3462,650,,,1,Directed
301,2174,651,,,1,Directed
301,3942,652,,,1,Directed
301,459,653,,,1,Directed
302,3459,654,,,1,Directed
303,518,655,,,1,Directed
303,3302,656,,,1,Directed
304,1466,657,,,1,Directed
305,1495,658,,,1,Directed
305,2986,659,,,1,Directed
305,1345,660,,,1,Directed
306,582,661,,,1,Directed
306,585,662,,,1,Directed
307,720,663,,,1,Directed
307,3531,664,,,1,Directed
307,1095,665,,,1,Directed
308,3132,666,,,1,Directed
308,1889,667,,,1,Directed
308,2305,668,,,1,Directed
309,1051,669,,,1,Directed
310,1495,670,,,1,Directed
311,696,671,,,1,Directed
313,3407,672,,,1,Directed
314,3271,673,,,1,Directed
315,2346,674,,,1,Directed
316,1129,675,,,1,Directed
316,2730,676,,,1,Directed
317,3426,677,,,1,Directed
318,3297,678,,,1,Directed
319,3244,679,,,1,Directed
320,714,680,,,1,Directed
321,952,681,,,1,Directed
322,2482,682,,,1,Directed
323,1453,683,,,1,Directed
324,2738,684,,,1,Directed
325,3574,685,,,1,Directed
325,590,686,,,1,Directed
326,836,687,,,1,Directed
327,2021,688,,,1,Directed
328,3567,689,,,1,Directed
329,1400,690,,,1,Directed
331,3006,691,,,1,Directed
331,3855,692,,,1,Directed
332,395,693,,,1,Directed
333,3726,694,,,1,Directed
334,2008,695,,,1,Directed
335,1857,696,,,1,Directed
336,1599,697,,,1,Directed
336,1489,698,,,1,Directed
337,887,699,,,1,Directed
337,3175,700,,,1,Directed
339,2789,701,,,1,Directed
340,671,702,,,1,Directed
341,3046,703,,,1,Directed
342,640,704,,,1,Directed
342,3324,705,,,1,Directed
342,1272,706,,,1,Directed
342,3754,707,,,1,Directed
342,2840,708,,,1,Directed
342,1369,709,,,1,Directed
342,3867,710,,,1,Directed
342,2443,711,,,1,Directed
342,2978,712,,,1,Directed
342,524,713,,,1,Directed
342,731,714,,,1,Directed
343,730,715,,,1,Directed
344,3531,716,,,1,Directed
345,2565,717,,,1,Directed
345,2286,718,,,1,Directed
346,2507,719,,,1,Directed
347,3287,720,,,1,Directed
347,592,721,,,1,Directed
348,2782,722,,,1,Directed
349,857,723,,,1,Directed
350,2973,724,,,1,Directed
351,1485,725,,,1,Directed
352,3942,726,,,1,Directed
352,1704,727,,,1,Directed
353,753,728,,,1,Directed
354,3603,729,,,1,Directed
354,1780,730,,,1,Directed
355,491,731,,,1,Directed
356,786,732,,,1,Directed
358,1479,733,,,1,Directed
359,2039,734,,,1,Directed
360,3688,735,,,1,Directed
361,709,736,,,1,Directed
362,1780,737,,,1,Directed
363,899,738,,,1,Directed
364,2158,739,,,1,Directed
365,1427,740,,,1,Directed
366,1565,741,,,1,Directed
367,2156,742,,,1,Directed
368,564,743,,,1,Directed
368,3526,744,,,1,Directed
369,3651,745,,,1,Directed
370,3531,746,,,1,Directed
372,2176,747,,,1,Directed
372,2081,748,,,1,Directed
373,1566,749,,,1,Directed
374,2217,750,,,1,Directed
375,2725,751,,,1,Directed
375,3499,752,,,1,Directed
375,2019,753,,,1,Directed
376,1937,754,,,1,Directed
377,1937,755,,,1,Directed
378,797,756,,,1,Directed
379,1831,757,,,1,Directed
379,1134,758,,,1,Directed
380,3528,759,,,1,Directed
380,1203,760,,,1,Directed
381,2368,761,,,1,Directed
382,2958,762,,,1,Directed
383,2066,763,,,1,Directed
384,2477,764,,,1,Directed
385,3007,765,,,1,Directed
386,2228,766,,,1,Directed
387,1340,767,,,1,Directed
388,2310,768,,,1,Directed
389,3238,769,,,1,Directed
389,3728,770,,,1,Directed
389,1484,771,,,1,Directed
390,1831,772,,,1,Directed
391,2556,773,,,1,Directed
392,2074,774,,,1,Directed
393,2885,775,,,1,Directed
394,1120,776,,,1,Directed
396,1281,777,,,1,Directed
397,1409,778,,,1,Directed
397,903,779,,,1,Directed
398,3823,780,,,1,Directed
399,3166,781,,,1,Directed
400,3184,782,,,1,Directed
401,1144,783,,,1,Directed
402,2378,784,,,1,Directed
404,1780,785,,,1,Directed
405,2686,786,,,1,Directed
405,3016,787,,,1,Directed
405,3244,788,,,1,Directed
405,1053,789,,,1,Directed
405,1438,790,,,1,Directed
405,1054,791,,,1,Directed
405,1787,792,,,1,Directed
406,2938,793,,,1,Directed
407,1808,794,,,1,Directed
408,2792,795,,,1,Directed
409,3595,796,,,1,Directed
409,3531,797,,,1,Directed
410,3726,798,,,1,Directed
411,3900,799,,,1,Directed
412,1291,800,,,1,Directed
413,2081,801,,,1,Directed
414,1989,802,,,1,Directed
415,2860,803,,,1,Directed
416,814,804,,,1,Directed
418,2677,805,,,1,Directed
419,1937,806,,,1,Directed
420,3942,807,,,1,Directed
421,1666,808,,,1,Directed
422,3986,809,,,1,Directed
423,2697,810,,,1,Directed
424,2553,811,,,1,Directed
424,1032,812,,,1,Directed
425,3407,813,,,1,Directed
426,3085,814,,,1,Directed
427,3062,815,,,1,Directed
427,1349,816,,,1,Directed
429,3512,817,,,1,Directed
430,3006,818,,,1,Directed
431,2486,819,,,1,Directed
431,841,820,,,1,Directed
431,2585,821,,,1,Directed
432,1843,822,,,1,Directed
432,2283,823,,,1,Directed
433,3942,824,,,1,Directed
434,554,825,,,1,Directed
435,2939,826,,,1,Directed
435,2766,827,,,1,Directed
435,2586,828,,,1,Directed
435,3022,829,,,1,Directed
435,1348,830,,,1,Directed
435,1288,831,,,1,Directed
435,1395,832,,,1,Directed
436,728,833,,,1,Directed
437,1409,834,,,1,Directed
438,2828,835,,,1,Directed
439,3883,836,,,1,Directed
439,2130,837,,,1,Directed
439,2802,838,,,1,Directed
440,2678,839,,,1,Directed
440,3102,840,,,1,Directed
441,2259,841,,,1,Directed
442,510,842,,,1,Directed
443,2217,843,,,1,Directed
443,2919,844,,,1,Directed
443,3867,845,,,1,Directed
443,1728,846,,,1,Directed
444,2254,847,,,1,Directed
445,3770,848,,,1,Directed
445,2021,849,,,1,Directed
445,2892,850,,,1,Directed
445,3867,851,,,1,Directed
446,3941,852,,,1,Directed
447,3177,853,,,1,Directed
448,2486,854,,,1,Directed
449,3717,855,,,1,Directed
449,645,856,,,1,Directed
450,3784,857,,,1,Directed
450,2245,858,,,1,Directed
450,2689,859,,,1,Directed
451,3932,860,,,1,Directed
451,2738,861,,,1,Directed
451,1937,862,,,1,Directed
451,2893,863,,,1,Directed
451,1595,864,,,1,Directed
452,828,865,,,1,Directed
453,2646,866,,,1,Directed
454,807,867,,,1,Directed
456,1851,868,,,1,Directed
457,1135,869,,,1,Directed
459,3376,870,,,1,Directed
460,1781,871,,,1,Directed
461,2486,872,,,1,Directed
462,1887,873,,,1,Directed
463,3812,874,,,1,Directed
464,2961,875,,,1,Directed
465,2891,876,,,1,Directed
466,3407,877,,,1,Directed
467,3853,878,,,1,Directed
468,1054,879,,,1,Directed
469,1231,880,,,1,Directed
469,645,881,,,1,Directed
469,2799,882,,,1,Directed
469,3613,883,,,1,Directed
469,3203,884,,,1,Directed
469,903,885,,,1,Directed
469,2197,886,,,1,Directed
470,3022,887,,,1,Directed
471,1660,888,,,1,Directed
472,1118,889,,,1,Directed
473,2217,890,,,1,Directed
474,2780,891,,,1,Directed
475,951,892,,,1,Directed
476,3804,893,,,1,Directed
477,2658,894,,,1,Directed
478,1104,895,,,1,Directed
479,3880,896,,,1,Directed
480,1190,897,,,1,Directed
480,2126,898,,,1,Directed
480,2469,899,,,1,Directed
480,3032,900,,,1,Directed
482,730,901,,,1,Directed
484,3942,902,,,1,Directed
485,1870,903,,,1,Directed
486,1049,904,,,1,Directed
486,3393,905,,,1,Directed
486,1780,906,,,1,Directed
487,2351,907,,,1,Directed
487,3210,908,,,1,Directed
487,769,909,,,1,Directed
487,3366,910,,,1,Directed
488,3146,911,,,1,Directed
490,1780,912,,,1,Directed
491,670,913,,,1,Directed
492,1987,914,,,1,Directed
493,1740,915,,,1,Directed
494,3726,916,,,1,Directed
495,2789,917,,,1,Directed
496,1755,918,,,1,Directed
497,1964,919,,,1,Directed
498,3435,920,,,1,Directed
499,2678,921,,,1,Directed
499,1539,922,,,1,Directed
500,1419,923,,,1,Directed
501,1937,924,,,1,Directed
501,3600,925,,,1,Directed
501,3551,926,,,1,Directed
502,650,927,,,1,Directed
502,3843,928,,,1,Directed
502,3266,929,,,1,Directed
503,1409,930,,,1,Directed
504,1600,931,,,1,Directed
504,547,932,,,1,Directed
504,1448,933,,,1,Directed
504,2484,934,,,1,Directed
504,807,935,,,1,Directed
504,3612,936,,,1,Directed
504,3644,937,,,1,Directed
504,2196,938,,,1,Directed
504,764,939,,,1,Directed
504,1495,940,,,1,Directed
504,1249,941,,,1,Directed
